"respondent_id","timestamp","time_to_complete","q_email","q_age","q_gender","q_gender_text","q_education","q1_satisfaction","q2_satisfaction","q3_satisfaction","q4_satisfaction","q5_satisfaction","q6_trust","q7_trust","q8_trust","q9_trust","q10_trust","q11_multiselect_salomon","q11_multiselect_topo","q11_multiselect_saucony","q11_multiselect_brooks","q11_multiselect_asics","q11_multiselect_hoka","q11_multiselect_a_different_brand_not_listed_here","q12_likert","q13_attention","q14_text","q15_miles_per_week"
301,2026-01-15 19:18:11.614055,7.2,"user301@example.com",35,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",47
302,2026-01-31 20:13:57.214174,7.4,"user302@example.com",75,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree",NA,NA,NA,"Brooks",NA,NA,"A different brand, not listed here","Disagree","Yes, I'm paying attention","Well organized and clear",39
303,2026-01-23 17:13:08.954528,8,"user303@example.com",26,"Female",NA,"Bachelor's degree","Agree","Strongly Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected!",34
304,2026-01-10 21:01:53.209558,0.1,"user304@example.com",69,"Male",NA,"Some college","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",32
305,2026-01-03 13:34:14.667692,5.7,"user305@example.com",64,"Male",NA,"Doctorate degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Salomon","Topo",NA,"Brooks",NA,NA,NA,"Agree","Yes, I'm paying attention","Could use some improvement",27
306,2026-01-30 16:43:41.012558,6,"user306@example.com",67,"Female",NA,"High school diploma","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree",NA,"Topo",NA,"Brooks","Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",35
307,2026-01-09 05:15:16.491394,7.6,"user307@example.com",30,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement",36
308,2026-01-24 10:10:46.451955,6.2,"user308@example.com",20,"Male",NA,"Some college","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,2026-01-07 02:49:09.954193,6.1,"user309@example.com",74,"Male",NA,"High school diploma","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I learned a lot from this",7
30,2026-01-29 21:23:59.370661,8.3,"user30@example.com",58,"Male",NA,"High school diploma","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement.",35
310,2026-01-11 07:21:29.696505,7.6,"user310@example.com",35,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree",NA,NA,NA,"Brooks","Asics",NA,NA,"Disagree","Just clicking this button","I learned a lot from this!",24
311,2026-01-10 08:50:00.32644,5.1,"user311@example.com",54,"Female",NA,"Master's degree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,"Saucony","Brooks",NA,NA,"A different brand, not listed here","Disagree","Yes, I'm paying attention","It was confusing at times.",50
313,2026-01-16 16:55:30.16349,5,"user313@example.com",64,"Female",NA,NA,"Neither Agree Nor Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,NA,NA,"A different brand, not listed here","Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement.",11
314,2026-01-24 00:41:04.030241,6.1,"user314@example.com",74,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Not what I expected",22
315,2026-01-18 09:42:10.577858,6.6,"user315@example.com",56,"Female",NA,"Some college","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo","Saucony","Brooks",NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Well organized and clear!",52
316,2026-01-17 02:18:44.032091,7.5,"user316@example.com",43,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Salomon",NA,NA,"Brooks",NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","I really liked this experience",59
317,2026-01-08 17:03:29.656524,6.3,"user317@example.com",48,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","No strong opinion",39
318,2026-01-05 08:58:16.58607,9.5,"user318@example.com",45,"Male",NA,NA,"Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,"Topo","Saucony",NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this",39
319,2026-01-22 05:18:06.130828,9,"user319@example.com",25,"Male",NA,"High school diploma","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement",NA
31,2026-01-09 02:13:47.840739,6.5,"user31@example.com",61,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement.",27
496,2026-01-18 12:10:43.277856,5.5,"user320@example.com",23,"Male",NA,"Less than high school","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times.",35
321,2026-01-26 22:17:29.141181,6.2,"user321@example.com",29,"Female",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",37
426,2026-01-18 11:44:44.755229,5.9,"user322@example.com",70,"Female",NA,"Bachelor's degree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Not what I expected.",28
323,2026-01-24 21:11:37.964705,6.9,"user323@example.com",69,"Male",NA,"Bachelor's degree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Hoka",NA,"Agree","Yes, I'm paying attention","Could use some improvement!",45
324,2026-01-05 20:14:05.054123,7,"user324@example.com",68,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree",NA,NA,"Saucony",NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I learned a lot from this!",45
325,2026-01-15 12:15:36.72563,5.9,"user325@example.com",65,"Male",NA,"Less than high school","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","No strong opinion!",29
326,2026-01-15 17:45:07.2919,4.7,"user326@example.com",53,"Female",NA,"Some college","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,2026-01-17 13:33:07.413098,7.8,"user327@example.com",62,"Female",NA,"Prefer not to say","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony","Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion",26
328,2026-01-08 01:26:37.853393,7,"user328@example.com",64,"Female",NA,"Some college","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected.",33
329,2026-01-19 08:57:50.039764,4.6,"user329@example.com",59,"Female",NA,"Less than high school","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","No strong opinion.",39
32,2026-01-27 15:52:22.574579,56.6,"user32@example.com",40,"Male",NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Salomon",NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement!",29
330,2026-01-26 23:49:38.094897,8.4,"user330@example.com",21,"Male",NA,"Bachelor's degree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I really liked this experience.",30
331,2026-01-11 11:36:44.005111,6.3,"user331@example.com",30,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Salomon",NA,NA,NA,"Asics",NA,NA,NA,NA,NA,NA
332,2026-01-10 01:26:59.906945,2.1,"user332@example.com",24,"Male",NA,"Master's degree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","No strong opinion",NA
333,2026-01-14 03:25:49.36246,8.7,"user333@example.com",58,"Male",NA,"Some college","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","qwerty uiop 789",24
334,2026-01-20 02:28:07.804169,7.9,"user334@example.com",65,"Female",NA,"Master's degree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon","Topo",NA,NA,NA,NA,"A different brand, not listed here",NA,NA,"I learned a lot from this!",22
335,2026-01-20 15:16:07.484828,8.2,"user335@example.com",31,"Female",NA,"Less than high school","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion!",29
336,2026-01-31 04:49:15.436051,6,"user336@example.com",61,"Male",NA,NA,"Neither Agree Nor Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","zzzz aaa bbb!",42
337,2026-01-16 09:34:42.195297,7.3,"user337@example.com",71,"Female",NA,"Some college","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,"Asics","Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times.",39
338,2026-01-02 21:33:56.631996,8,"user338@example.com",59,"Male",NA,"Doctorate degree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Salomon",NA,NA,NA,"Asics",NA,NA,"Disagree",NA,NA,NA
339,2026-01-05 03:12:50.028606,4.4,"user339@example.com",34,"Male",NA,"Master's degree","Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Disagree","Agree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,"A different brand, not listed here","Disagree","Yes, I'm paying attention","qwerty uiop 789",22
340,2026-01-08 22:28:34.198889,6.9,"user340@example.com",75,"Male",NA,"High school diploma","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement!",42
341,2026-01-27 02:23:07.64603,5.9,"user341@example.com",33,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Salomon",NA,"Saucony",NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times.",NA
342,2026-01-06 00:35:53.105917,5.1,"user342@example.com",52,"Female",NA,"Bachelor's degree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,2026-01-31 01:30:06.597423,9.3,"user343@example.com",47,"Female",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this",38
344,2026-01-06 04:25:58.881365,3.9,"user344@example.com",38,"Female",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Hoka",NA,"Disagree","Just clicking this button","Well organized and clear",32
345,2026-01-06 14:18:30.897944,8,"user345@example.com",23,"Male",NA,"High school diploma","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Agree","Agree","Neither Agree Nor Disagree","Salomon","Topo",NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention",NA,NA
346,2026-01-03 12:59:36.508777,7,"user346@example.com",36,"Female",NA,"Less than high school","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2026-01-30 06:43:06.382424,7,"user347@example.com",57,"Female",NA,"Prefer not to say","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Not what I expected.",30
348,2026-01-17 02:28:43.203856,8.2,"user348@example.com",60,"Female",NA,"High school diploma","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,NA,NA,"A different brand, not listed here","Neither Agree Nor Disagree","Yes, I'm paying attention","No strong opinion.",36
349,2026-01-31 00:57:17.358255,6.4,"user349@example.com",24,"Female",NA,"Less than high school","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Just clicking this button","Well organized and clear!",6
34,2026-01-22 23:09:11.977177,9.1,"user34@example.com",28,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,2026-01-15 12:39:21.943006,7.9,"user350@example.com",18,"Male",NA,"Bachelor's degree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion",43
351,2026-01-09 19:18:51.342385,4.9,"user351@example.com",38,"Male",NA,"Bachelor's degree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,"Topo","Saucony",NA,NA,NA,NA,"Agree","Yes, I'm paying attention","It was confusing at times",NA
352,2026-01-19 11:04:40.201263,7.2,"user352@example.com",58,"Prefer not to say",NA,"Less than high school","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,2026-01-09 06:41:28.506793,4,"user353@example.com",74,NA,NA,"Master's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Well organized and clear!",39
354,2026-02-01 11:30:51.857232,1,"user354@example.com",51,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,2026-01-24 01:00:38.565814,9.1,"user355@example.com",71,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Disagree","Salomon",NA,NA,"Brooks",NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times!",39
357,2026-01-13 06:48:40.866467,7.8,"user357@example.com",24,"Female",NA,"High school diploma","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree",NA,"Topo",NA,NA,"Asics",NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","I really liked this experience.",43
358,2026-01-06 03:09:33.211609,6.3,"user358@example.com",43,"Female",NA,"Master's degree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I really liked this experience.",26
359,2026-01-18 07:36:52.083334,9,"user359@example.com",35,"Male",NA,"Bachelor's degree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Could use some improvement",29
35,2026-01-19 09:38:21.763449,7,"user35@example.com",74,"Female",NA,"Less than high school","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement.",40
360,2026-01-28 08:16:45.003769,6.4,"user360@example.com",20,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,"Asics",NA,"A different brand, not listed here","Strongly Disagree",NA,"I really liked this experience.",NA
361,2026-01-30 10:20:10.733626,5.1,"user361@example.com",38,"Male",NA,"High school diploma","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,"Saucony","Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","I really liked this experience!",46
362,2026-02-01 00:57:42.150194,8.3,"user362@example.com",33,"Male",NA,"Some college","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree",NA,"Topo",NA,"Brooks",NA,NA,"A different brand, not listed here",NA,"Yes, I'm paying attention","I really liked this experience",47
363,2026-01-17 05:35:00.06176,7.5,"user363@example.com",22,"Non-binary",NA,"Some college","Agree","Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,"Saucony","Brooks","Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times!",42
364,2026-01-03 01:22:01.692348,6.5,"user364@example.com",33,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Well organized and clear.",0
365,2026-01-19 05:53:50.830481,7.5,"user365@example.com",65,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,"A different brand, not listed here","Disagree","Yes, I'm paying attention","asdf qwer zxcv!",35
366,2026-01-30 22:45:42.376334,7.8,"user366@example.com",54,"Female",NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement",18
367,2026-02-01 09:06:17.235605,8.6,"user367@example.com",60,"Female",NA,"High school diploma","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Salomon","Topo",NA,NA,NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times!",22
369,2026-01-13 21:14:54.133747,7,"user369@example.com",42,"Male",NA,"Master's degree","Neither Agree Nor Disagree","Agree","Strongly Agree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,"Brooks","Asics",NA,NA,NA,NA,NA,NA
36,2026-01-05 17:41:48.000484,5.9,"user36@example.com",38,"Male",NA,"Bachelor's degree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Salomon",NA,NA,NA,NA,NA,"A different brand, not listed here","Agree","Yes, I'm paying attention","I learned a lot from this",55
370,2026-01-17 09:23:49.977029,5.2,"user370@example.com",49,"Female",NA,"Bachelor's degree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Agree","Yes, I'm paying attention","I really liked this experience!",49
371,2026-01-21 04:50:12.910896,7.3,"user371@example.com",22,"Male",NA,"High school diploma","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Could use some improvement!",43
